日期,门店名称,品类,营收,客流量,客单价,坪效,毛利率,库存周转天数
2023-01-01,门店1,食品,8617.606844275273,110.0,78.34188040250248,86.17606844275274,0.2823844269050346,11
2023-01-01,门店1,饮料,10926.817176918055,164.0,66.6269340055979,109.26817176918055,0.2437926409863615,15
2023-01-01,门店1,日用品,8127.84290745031,85.0,95.62168126412128,81.2784290745031,0.2209560932988242,25
2023-01-01,门店1,生鲜,6318.367933849168,61.0,103.57980219424864,63.18367933849167,0.3269357483807299,16
2023-01-01,门店1,家电,7549.9991098769615,102.0,74.0195991164408,75.49999109876961,0.2234091294890886,20
2023-01-01,门店2,食品,7235.680121014462,94.0,76.97532043632407,72.35680121014462,0.2418066441752615,23
2023-01-01,门店2,饮料,,,,,0.24826739078862,29
2023-01-01,门店2,日用品,7774.993121751028,107.0,72.6634871191685,77.74993121751028,0.2199873074947044,25
2023-01-01,门店2,生鲜,9631.739597354936,140.0,68.7981399811067,96.31739597354937,0.2110808996454553,11
2023-01-01,门店2,家电,50215.06718134166,117.0,85.83772167750712,100.43013436268332,0.2306763524717722,22
2023-01-01,门店3,食品,4892.766955668565,80.0,61.159586945857065,48.92766955668565,0.3045996132178835,10
2023-01-01,门店3,饮料,8226.749543876169,139.0,59.18524851709474,82.26749543876169,0.1410832876588145,8
2023-01-01,门店3,日用品,5151.233081471621,56.0,91.98630502627894,51.51233081471621,0.2585684140594985,12
2023-01-01,门店3,生鲜,9267.447280121052,77.0,120.35645818339027,92.67447280121053,0.2631743020115105,28
2023-01-01,门店3,家电,11193.985011031671,187.0,59.86088241193408,111.93985011031673,0.2059704366976446,17
2023-01-01,门店4,食品,8229.18893113829,110.0,74.81080846489354,82.29188931138289,0.216153899984702,28
2023-01-01,门店4,饮料,8876.271649891953,94.0,94.4284218073612,88.76271649891953,0.283888370483667,9
2023-01-01,门店4,日用品,7976.070777733536,89.0,89.61877278352289,79.76070777733537,0.2051832408435349,27
2023-01-01,门店4,生鲜,7248.027403859382,114.0,63.57918775315247,72.48027403859382,0.1901896687959664,7
2023-01-01,门店4,家电,3958.150604375877,44.0,89.95796828126993,39.581506043758765,0.1477788489090042,19
2023-01-01,门店5,食品,9906.331993943091,104.0,95.25319224945282,99.06331993943093,0.2897797731947971,27
2023-01-01,门店5,饮料,7419.391412002609,71.0,104.49847059158604,74.1939141200261,0.1190127447955127,14
2023-01-01,门店5,日用品,9349.280634844254,157.0,59.54955818372136,93.49280634844254,0.2359596854236623,11
2023-01-01,门店5,生鲜,13425.43849637728,207.0,64.85719080375497,134.2543849637728,0.210897608685008,11
2023-01-01,门店5,家电,8453.871907029601,82.0,103.09599886621464,84.53871907029601,0.2240864890863176,8
2023-01-01,门店6,食品,7805.446116322093,87.0,89.71777145197808,78.05446116322094,0.285249065566636,14
2023-01-01,门店6,饮料,8312.077599580054,94.0,88.426357442341,83.12077599580054,0.3079093326466013,10
2023-01-01,门店6,日用品,4164.545444567445,54.0,77.12121193643416,41.64545444567445,0.2981320644999851,27
2023-01-01,门店6,生鲜,7028.192017116754,93.0,75.57195717329843,70.28192017116754,0.2836562751386987,5
2023-01-01,门店6,家电,9412.322709140288,156.0,60.33540198166851,94.12322709140288,0.2064847522719463,13
2023-01-01,门店7,食品,6360.052755829072,58.0,109.65608199705296,63.60052755829072,0.2423331771241929,14
2023-01-01,门店7,饮料,8519.106734700395,109.0,78.15694252018712,85.19106734700395,0.2607469415047377,13
2023-01-01,门店7,日用品,2949.791400309596,42.0,70.2331285787999,29.49791400309596,0.2426763596629192,24
2023-01-01,门店7,生鲜,9340.21540248727,145.0,64.41527863784324,93.4021540248727,0.2120836439740879,28
2023-01-01,门店7,家电,8529.18520961807,104.0,82.01139624632759,85.2918520961807,0.2283695359725993,6
2023-01-01,门店8,食品,6506.02644774147,82.0,79.34178594806671,65.0602644774147,0.311850803646823,6
2023-01-01,门店8,饮料,4290.422509367507,100.0,42.904225093675066,42.904225093675066,0.3240164280586082,10
2023-01-01,门店8,日用品,9226.41788708941,147.0,62.76474753122048,92.2641788708941,0.2112331947021528,10
2023-01-01,门店8,生鲜,9239.56692575081,91.0,101.53370248077816,92.3956692575081,0.1799074468603859,10
2023-01-01,门店8,家电,10240.613484952148,138.0,74.20734409385614,102.40613484952148,0.2278598827547178,10
2023-01-01,门店9,食品,8351.009883166918,90.0,92.78899870185464,83.51009883166918,0.2715744731631521,8
2023-01-01,门店9,饮料,7520.574777915308,100.0,75.20574777915309,75.20574777915309,0.2824543366314553,24
2023-01-01,门店9,日用品,4748.53454248056,60.0,79.142242374676,47.4853454248056,0.2808501887857565,11
2023-01-01,门店9,生鲜,5737.680092243467,76.0,75.49579068741404,57.37680092243467,0.2906758608684835,20
2023-01-01,门店9,家电,4730.555288023601,47.0,100.65011251114043,47.30555288023601,0.3769581358134666,6
2023-01-01,门店10,食品,9751.092617464736,118.0,82.63637811410793,97.51092617464737,0.2199301377214136,23
2023-01-01,门店10,饮料,5595.117697054207,63.0,88.81139201673345,55.95117697054207,0.2648492336616593,28
2023-01-01,门店10,日用品,9571.50011035441,124.0,77.18951701898717,95.7150011035441,0.282652415552488,7
2023-01-01,门店10,生鲜,9981.0467972911,112.0,89.11648926152769,99.810467972911,0.2417749782919047,29
2023-01-01,门店10,家电,11697.992650075705,134.0,87.29845261250524,116.97992650075705,0.1904348251398675,5
2023-01-02,门店1,食品,,,,,0.2497571527674485,20
2023-01-02,门店1,饮料,4425.015040601145,48.0,92.1878133458572,44.25015040601145,0.3134194761201951,11
2023-01-02,门店1,日用品,3560.1580518291407,36.0,98.89327921747612,35.60158051829141,0.2817120148132145,26
2023-01-02,门店1,生鲜,9591.64282156739,143.0,67.07442532564608,95.91642821567388,0.2092094857517281,10
2023-01-02,门店1,家电,4982.834828795407,57.0,87.41815489114748,49.82834828795407,0.2429550722766325,25
2023-01-02,门店2,食品,6308.242789030181,52.0,121.31236132750348,63.08242789030181,0.2546882715075973,5
2023-01-02,门店2,饮料,5938.501021647509,88.0,67.48296615508534,59.385010216475095,0.1964553750969443,18
2023-01-02,门店2,日用品,5723.708622864778,74.0,77.34741382249699,57.237086228647776,0.2857000247046046,13
2023-01-02,门店2,生鲜,4808.592808577938,56.0,85.86772872460604,48.08592808577938,0.3559443106114995,5
2023-01-02,门店2,家电,7319.805133207263,95.0,77.05058034955013,73.19805133207262,0.2262371325799762,27
2023-01-02,门店3,食品,4833.194000284597,89.0,54.30555056499547,48.33194000284597,0.1829298251026918,26
2023-01-02,门店3,饮料,2567.458068584775,28.0,91.69493102088482,25.67458068584775,0.3381468736151614,28
2023-01-02,门店3,日用品,,,,,0.1959899564979757,27
2023-01-02,门店3,生鲜,,,,,0.1928514851084688,6
2023-01-02,门店3,家电,6324.256490764084,86.0,73.5378661716754,63.24256490764085,0.27093197345863,11
2023-01-02,门店4,食品,3907.731125955,41.0,95.31051526719511,39.07731125955,0.2198047813757735,7
2023-01-02,门店4,饮料,5985.19599674597,102.0,58.67839212496049,59.8519599674597,0.190836718927279,12
2023-01-02,门店4,日用品,5742.493481287543,60.0,95.70822468812572,57.42493481287543,0.2825695625652899,16
2023-01-02,门店4,生鲜,2659.1643913440967,24.0,110.79851630600405,26.591643913440965,0.1899934131134918,26
2023-01-02,门店4,家电,6802.070666326536,92.0,73.93555072094061,68.02070666326536,0.2540099356270407,24
2023-01-02,门店5,食品,2012.693320202879,23.0,87.50840522621213,20.12693320202879,0.2229357279180016,16
2023-01-02,门店5,饮料,6165.234506638405,89.0,69.27229782739781,61.65234506638405,0.2608229294790987,17
